property_id,date_id,owner_id,features_id,location_id,lastSalePrice,propertyTaxes,taxAssessments
187,148,167,170,226,126200.0,"{""2022"": {""year"": 2022, ""total"": 1128}}","{""2023"": {""year"": 2023, ""value"": 9178, ""land"": 6300, ""improvements"": 2878}}"
188,149,168,171,227,230000.0,"{""2020"": {""year"": 2020, ""total"": 1763}, ""2022"": {""year"": 2022, ""total"": 1822}, ""2023"": {""year"": 2023, ""total"": 1980}}","{""2020"": {""year"": 2020, ""value"": 19190, ""land"": 4290, ""improvements"": 14900}, ""2022"": {""year"": 2022, ""value"": 19491, ""land"": 4170, ""improvements"": 15321}, ""2023"": {""year"": 2023, ""value"": 21703, ""land"": 6030, ""improvements"": 15673}}"
189,2,169,172,228,0.0,"{""2022"": {""year"": 2022, ""total"": 1343}, ""2023"": {""year"": 2023, ""total"": 1733}}","{""2022"": {""year"": 2022, ""value"": 173470, ""land"": 45000, ""improvements"": 128470}, ""2023"": {""year"": 2023, ""value"": 284390}}"
16,150,5,15,229,0.0,NaN,NaN
190,151,170,173,230,74000.0,"{""2020"": {""year"": 2020, ""total"": 74}, ""2022"": {""year"": 2022, ""total"": 86}, ""2023"": {""year"": 2023, ""total"": 96}, ""2024"": {""year"": 2024, ""total"": 104}}","{""2019"": {""year"": 2019, ""value"": 26040}, ""2022"": {""year"": 2022, ""value"": 27810}, ""2023"": {""year"": 2023, ""value"": 28640}, ""2024"": {""year"": 2024, ""value"": 29490}}"
191,152,171,174,231,0.0,"{""2018"": {""year"": 2018, ""total"": 1232}, ""2022"": {""year"": 2022, ""total"": 1422}, ""2023"": {""year"": 2023, ""total"": 1300}, ""2024"": {""year"": 2024, ""total"": 1559}}","{""2018"": {""year"": 2018, ""value"": 43290, ""land"": 34080, ""improvements"": 9210}, ""2022"": {""year"": 2022, ""value"": 56630, ""land"": 34080, ""improvements"": 22550}, ""2023"": {""year"": 2023, ""value"": 56630, ""land"": 34080, ""improvements"": 22550}, ""2024"": {""year"": 2024, ""value"": 274950, ""land"": 113590, ""improvements"": 161360}}"
5,2,5,5,232,0.0,NaN,NaN
192,153,172,175,233,175000.0,"{""2022"": {""year"": 2022, ""total"": 3923}}","{""2022"": {""year"": 2022, ""value"": 136688, ""land"": 16000, ""improvements"": 120688}}"
193,154,173,176,234,611000.0,"{""2022"": {""year"": 2022, ""total"": 5611}, ""2023"": {""year"": 2023, ""total"": 5611}, ""2024"": {""year"": 2024, ""total"": 5810}}","{""2022"": {""year"": 2022, ""value"": 513000, ""land"": 203000, ""improvements"": 310000}, ""2023"": {""year"": 2023, ""value"": 513000, ""land"": 203000, ""improvements"": 310000}}"
194,2,174,177,235,0.0,"{""2021"": {""year"": 2021, ""total"": 1780}, ""2022"": {""year"": 2022, ""total"": 1785}}","{""2021"": {""year"": 2021, ""value"": 181200}, ""2023"": {""year"": 2023, ""value"": 181200, ""land"": 25000, ""improvements"": 156200}}"
195,66,175,178,236,325000.0,"{""2022"": {""year"": 2022, ""total"": 4908}, ""2024"": {""year"": 2024, ""total"": 5051}}","{""2022"": {""year"": 2022, ""value"": 242600, ""land"": 28300, ""improvements"": 214300}, ""2024"": {""year"": 2024, ""value"": 242600, ""land"": 28300, ""improvements"": 214300}}"
196,65,176,179,237,335000.0,"{""2022"": {""year"": 2022, ""total"": 4594}, ""2023"": {""year"": 2023, ""total"": 5269}}","{""2022"": {""year"": 2022, ""value"": 287500, ""land"": 60000, ""improvements"": 227500}, ""2023"": {""year"": 2023, ""value"": 332800, ""land"": 70000, ""improvements"": 262800}}"
197,155,177,180,238,143500.0,"{""2020"": {""year"": 2020, ""total"": 3434}, ""2023"": {""year"": 2023, ""total"": 3434}, ""2024"": {""year"": 2024, ""total"": 3610}}","{""2020"": {""year"": 2020, ""value"": 144300, ""land"": 36300, ""improvements"": 108000}, ""2023"": {""year"": 2023, ""value"": 144300, ""land"": 36300, ""improvements"": 108000}, ""2024"": {""year"": 2024, ""value"": 144300, ""land"": 36300, ""improvements"": 108000}}"
16,2,5,15,239,0.0,NaN,NaN
198,156,178,181,240,278141.0,NaN,"{""2022"": {""year"": 2022, ""value"": 37000, ""land"": 5000, ""improvements"": 32000}, ""2023"": {""year"": 2023, ""value"": 40560, ""land"": 5000, ""improvements"": 35560}}"
199,2,179,182,241,0.0,"{""2022"": {""year"": 2022, ""total"": 4079}}","{""2022"": {""year"": 2022, ""value"": 159492, ""land"": 38000, ""improvements"": 121492}}"
200,157,180,183,242,225002.0,"{""2019"": {""year"": 2019, ""total"": 3415}, ""2023"": {""year"": 2023, ""total"": 3723}, ""2024"": {""year"": 2024, ""total"": 3837}}","{""2019"": {""year"": 2019, ""value"": 248373, ""land"": 160836, ""improvements"": 87537}, ""2023"": {""year"": 2023, ""value"": 266303, ""land"": 172447, ""improvements"": 93856}, ""2024"": {""year"": 2024, ""value"": 271628, ""land"": 175895, ""improvements"": 95733}}"
201,2,181,184,243,0.0,"{""2020"": {""year"": 2020, ""total"": 2084}, ""2022"": {""year"": 2022, ""total"": 2145}, ""2023"": {""year"": 2023, ""total"": 2195}}","{""2020"": {""year"": 2020, ""value"": 167574, ""land"": 30316, ""improvements"": 137258}, ""2022"": {""year"": 2022, ""value"": 167574, ""land"": 30316, ""improvements"": 137258}, ""2023"": {""year"": 2023, ""value"": 167574, ""land"": 30316, ""improvements"": 137258}}"
202,158,182,185,244,0.0,"{""2021"": {""year"": 2021, ""total"": 199}, ""2022"": {""year"": 2022, ""total"": 164}}","{""2021"": {""year"": 2021, ""value"": 68693, ""land"": 29480, ""improvements"": 60050}, ""2022"": {""year"": 2022, ""value"": 116640, ""land"": 40510, ""improvements"": 76130}}"
203,2,5,26,245,0.0,NaN,NaN
204,159,183,186,246,447500.0,"{""2020"": {""year"": 2020, ""total"": 5293}, ""2023"": {""year"": 2023, ""total"": 5553}}","{""2020"": {""year"": 2020, ""value"": 456450, ""land"": 122400, ""improvements"": 334050}, ""2023"": {""year"": 2023, ""value"": 479808, ""land"": 128663, ""improvements"": 351145}}"
16,2,5,15,247,0.0,NaN,NaN
205,160,184,187,248,615000.0,"{""2022"": {""year"": 2022, ""total"": 4928}}","{""2022"": {""year"": 2022, ""value"": 487900, ""land"": 135000, ""improvements"": 352900}}"
206,2,185,26,249,0.0,"{""2020"": {""year"": 2020, ""total"": 1886}}","{""2023"": {""year"": 2023, ""value"": 22107, ""land"": 4144, ""improvements"": 17963}}"
207,161,186,26,250,149900.0,"{""2022"": {""year"": 2022, ""total"": 2047}}","{""2022"": {""year"": 2022, ""value"": 36797, ""land"": 7809, ""improvements"": 28988}}"
208,162,187,188,251,95000.0,"{""2023"": {""year"": 2023, ""total"": 2953}}","{""2023"": {""year"": 2023, ""value"": 148439}}"
209,2,188,189,252,0.0,"{""2019"": {""year"": 2019, ""total"": 3453}, ""2021"": {""year"": 2021, ""total"": 3532}, ""2022"": {""year"": 2022, ""total"": 3554}, ""2023"": {""year"": 2023, ""total"": 2078}}","{""2018"": {""year"": 2018, ""value"": 220000, ""land"": 41250, ""improvements"": 178750}, ""2021"": {""year"": 2021, ""value"": 269000, ""land"": 55510, ""improvements"": 213490}, ""2023"": {""year"": 2023, ""value"": 358000, ""land"": 73290, ""improvements"": 284710}}"
210,2,189,190,253,0.0,"{""2022"": {""year"": 2022, ""total"": 3159}, ""2023"": {""year"": 2023, ""total"": 3201}}","{""2022"": {""year"": 2022, ""value"": 95620, ""land"": 27000, ""improvements"": 68620}, ""2023"": {""year"": 2023, ""value"": 95620, ""land"": 27000, ""improvements"": 68620}, ""2024"": {""year"": 2024, ""value"": 95620, ""land"": 27000, ""improvements"": 68620}}"
5,163,5,5,254,25000.0,NaN,NaN
211,43,190,191,255,340725.0,"{""2021"": {""year"": 2021, ""total"": 2424}, ""2022"": {""year"": 2022, ""total"": 3109}, ""2023"": {""year"": 2023, ""total"": 2398}, ""2024"": {""year"": 2024, ""total"": 2398}}","{""2021"": {""year"": 2021, ""value"": 82075, ""land"": 16250, ""improvements"": 65825}, ""2022"": {""year"": 2022, ""value"": 82075, ""land"": 16250, ""improvements"": 65825}, ""2023"": {""year"": 2023, ""value"": 82075, ""land"": 16250, ""improvements"": 65825}, ""2024"": {""year"": 2024, ""value"": 82075, ""land"": 16250, ""improvements"": 65825}}"
212,2,191,192,256,0.0,"{""2019"": {""year"": 2019, ""total"": 1039}}","{""2022"": {""year"": 2022, ""value"": 6613, ""land"": 1219, ""improvements"": 5394}, ""2023"": {""year"": 2023, ""value"": 8960, ""land"": 1264, ""improvements"": 7696}}"
16,2,5,15,257,0.0,NaN,NaN
213,164,192,193,258,340000.0,"{""2018"": {""year"": 2018, ""total"": 2426}, ""2020"": {""year"": 2020, ""total"": 2588}}","{""2019"": {""year"": 2019, ""value"": 37700}, ""2020"": {""year"": 2020, ""value"": 50300}, ""2022"": {""year"": 2022, ""value"": 82200}, ""2023"": {""year"": 2023, ""value"": 92600}}"
214,2,193,194,259,0.0,"{""2020"": {""year"": 2020, ""total"": 830}}","{""2020"": {""year"": 2020, ""value"": 5293}}"
215,165,194,195,260,0.0,"{""2022"": {""year"": 2022, ""total"": 5837}, ""2023"": {""year"": 2023, ""total"": 10108}}","{""2022"": {""year"": 2022, ""value"": 183190, ""land"": 56250, ""improvements"": 126940}, ""2023"": {""year"": 2023, ""value"": 426620, ""land"": 88500, ""improvements"": 338120}, ""2024"": {""year"": 2024, ""value"": 370000, ""land"": 70800, ""improvements"": 299200}}"
216,166,195,196,261,0.0,"{""2022"": {""year"": 2022, ""total"": 1812}}","{""2019"": {""year"": 2019, ""value"": 84080, ""land"": 18790, ""improvements"": 65290}, ""2023"": {""year"": 2023, ""value"": 112990, ""land"": 29160, ""improvements"": 83830}, ""2024"": {""year"": 2024, ""value"": 170610, ""land"": 40180, ""improvements"": 130430}}"
16,167,5,15,262,375000.0,NaN,NaN
217,2,196,197,263,0.0,"{""2022"": {""year"": 2022, ""total"": 393}}","{""2023"": {""year"": 2023, ""value"": 14160, ""improvements"": 14160}, ""2024"": {""year"": 2024, ""value"": 14160, ""improvements"": 14160}}"
218,168,5,45,264,96000.0,NaN,NaN
219,169,197,198,265,369000.0,"{""2019"": {""year"": 2019, ""total"": 2149}, ""2023"": {""year"": 2023, ""total"": 3405}, ""2024"": {""year"": 2024, ""total"": 3407}}","{""2019"": {""year"": 2019, ""value"": 191100, ""land"": 106700, ""improvements"": 84400}, ""2023"": {""year"": 2023, ""value"": 327500, ""land"": 226200, ""improvements"": 101300}, ""2024"": {""year"": 2024, ""value"": 305700, ""land"": 216800, ""improvements"": 88900}}"
16,2,5,15,266,0.0,NaN,NaN
220,2,5,199,267,0.0,NaN,NaN
16,170,5,15,268,0.0,NaN,NaN
16,2,5,15,269,0.0,NaN,NaN
221,171,198,200,270,206000.0,"{""2022"": {""year"": 2022, ""total"": 1220}}","{""2021"": {""year"": 2021, ""value"": 8460, ""land"": 1360, ""improvements"": 7100}, ""2022"": {""year"": 2022, ""value"": 8460, ""land"": 1360, ""improvements"": 7100}}"
222,172,199,201,271,149900.0,"{""2019"": {""year"": 2019, ""total"": 2303}, ""2022"": {""year"": 2022, ""total"": 2971}, ""2023"": {""year"": 2023, ""total"": 3863}}","{""2019"": {""year"": 2019, ""value"": 47600, ""land"": 4880, ""improvements"": 42720}, ""2022"": {""year"": 2022, ""value"": 71760, ""land"": 10760, ""improvements"": 61000}, ""2023"": {""year"": 2023, ""value"": 93320, ""land"": 14200, ""improvements"": 79120}}"
16,2,5,15,272,0.0,NaN,NaN
16,2,5,15,273,0.0,NaN,NaN
223,173,200,202,274,0.0,"{""2022"": {""year"": 2022, ""total"": 7969}, ""2023"": {""year"": 2023, ""total"": 6946}}","{""2022"": {""year"": 2022, ""value"": 460030, ""land"": 90000, ""improvements"": 466200}, ""2023"": {""year"": 2023, ""value"": 506030, ""land"": 90000, ""improvements"": 529300}}"
224,174,201,203,275,84500.0,"{""2022"": {""year"": 2022, ""total"": 1018}, ""2023"": {""year"": 2023, ""total"": 999}, ""2024"": {""year"": 2024, ""total"": 1036}}","{""2021"": {""year"": 2021, ""value"": 47280}, ""2022"": {""year"": 2022, ""value"": 48690}, ""2023"": {""year"": 2023, ""value"": 50150}, ""2024"": {""year"": 2024, ""value"": 51650}}"
16,2,5,15,276,0.0,NaN,NaN
225,175,202,204,277,143000.0,"{""2019"": {""year"": 2019, ""total"": 998}}","{""2019"": {""year"": 2019, ""value"": 26870, ""land"": 3930, ""improvements"": 22940}}"
226,176,203,205,278,112500.0,"{""2022"": {""year"": 2022, ""total"": 2315}}","{""2022"": {""year"": 2022, ""value"": 21097, ""land"": 3399, ""improvements"": 17698}}"
16,2,5,15,279,0.0,NaN,NaN
227,177,204,206,280,234000.0,"{""2022"": {""year"": 2022, ""total"": 2085}}","{""2022"": {""year"": 2022, ""value"": 199500, ""land"": 131200, ""improvements"": 68300}}"
16,2,5,15,281,0.0,NaN,NaN
16,2,5,15,282,0.0,NaN,NaN
228,178,205,207,283,218000.0,"{""2021"": {""year"": 2021, ""total"": 2436}, ""2022"": {""year"": 2022, ""total"": 2734}, ""2023"": {""year"": 2023, ""total"": 3139}}","{""2022"": {""year"": 2022, ""value"": 238100, ""land"": 41800, ""improvements"": 196300}, ""2023"": {""year"": 2023, ""value"": 278300, ""land"": 41800, ""improvements"": 236500}}"
16,2,5,15,284,0.0,NaN,NaN
229,179,206,208,285,430000.0,"{""2020"": {""year"": 2020, ""total"": 2904}, ""2023"": {""year"": 2023, ""total"": 6814}}","{""2019"": {""year"": 2019, ""value"": 216000, ""land"": 31400, ""improvements"": 184600}, ""2023"": {""year"": 2023, ""value"": 356000, ""land"": 78000, ""improvements"": 278000}}"
16,2,5,15,286,0.0,NaN,NaN
230,180,207,209,287,875000.0,"{""2023"": {""year"": 2023, ""total"": 6635}}","{""2023"": {""year"": 2023, ""value"": 630704, ""land"": 367911, ""improvements"": 262793}}"
231,2,208,210,288,0.0,"{""2021"": {""year"": 2021, ""total"": 2179}, ""2022"": {""year"": 2022, ""total"": 2179}, ""2023"": {""year"": 2023, ""total"": 1808}}","{""2021"": {""year"": 2021, ""value"": 225800, ""land"": 110000, ""improvements"": 115800}, ""2022"": {""year"": 2022, ""value"": 225800, ""land"": 110000, ""improvements"": 115800}, ""2023"": {""year"": 2023, ""value"": 246500, ""land"": 84000, ""improvements"": 162500}, ""2024"": {""year"": 2024, ""value"": 246500, ""land"": 84000, ""improvements"": 162500}}"
232,2,5,44,289,0.0,NaN,NaN
233,2,5,26,290,0.0,NaN,NaN
16,2,5,15,291,0.0,NaN,NaN
16,2,5,15,292,0.0,NaN,NaN
234,181,209,211,293,77500.0,"{""2023"": {""year"": 2023, ""total"": 2180}}","{""2023"": {""year"": 2023, ""value"": 46110, ""land"": 24700, ""improvements"": 21410}}"
235,182,5,160,294,42000.0,NaN,NaN
236,183,210,5,295,55000.0,"{""2022"": {""year"": 2022, ""total"": 112}, ""2023"": {""year"": 2023, ""total"": 172}}","{""2022"": {""year"": 2022, ""value"": 8840, ""land"": 8840}, ""2023"": {""year"": 2023, ""value"": 12700, ""land"": 10200, ""improvements"": 2500}}"
237,184,211,212,296,250000.0,"{""2020"": {""year"": 2020, ""total"": 1582}, ""2021"": {""year"": 2021, ""total"": 1710}, ""2023"": {""year"": 2023, ""total"": 2155}, ""2024"": {""year"": 2024, ""total"": 2251}}","{""2021"": {""year"": 2021, ""value"": 181800, ""land"": 39000, ""improvements"": 142800}, ""2022"": {""year"": 2022, ""value"": 212600, ""land"": 46000, ""improvements"": 166600}, ""2023"": {""year"": 2023, ""value"": 253500, ""land"": 50000, ""improvements"": 203500}, ""2024"": {""year"": 2024, ""value"": 253500, ""land"": 50000, ""improvements"": 203500}}"
238,2,5,213,297,0.0,NaN,NaN
239,185,212,214,298,32000.0,NaN,"{""2023"": {""year"": 2023, ""value"": 3022}, ""2024"": {""year"": 2024, ""value"": 3557}}"
16,2,5,15,299,0.0,NaN,NaN
240,186,213,215,300,0.0,"{""2019"": {""year"": 2019, ""total"": 3927}, ""2021"": {""year"": 2021, ""total"": 4005}, ""2023"": {""year"": 2023, ""total"": 2990}}","{""2019"": {""year"": 2019, ""value"": 254530, ""land"": 34000, ""improvements"": 220530}, ""2022"": {""year"": 2022, ""value"": 296440, ""land"": 34000, ""improvements"": 262440}, ""2023"": {""year"": 2023, ""value"": 326084, ""land"": 34000, ""improvements"": 314215}}"
241,187,214,216,301,0.0,"{""2021"": {""year"": 2021, ""total"": 11166}, ""2022"": {""year"": 2022, ""total"": 15610}, ""2023"": {""year"": 2023, ""total"": 13043}}","{""2021"": {""year"": 2021, ""value"": 513000, ""land"": 100625, ""improvements"": 412375}, ""2023"": {""year"": 2023, ""value"": 720885, ""land"": 158125, ""improvements"": 562760}, ""2024"": {""year"": 2024, ""value"": 650873, ""land"": 158125, ""improvements"": 492748}}"
242,188,215,217,302,20000.0,"{""2022"": {""year"": 2022, ""total"": 795}, ""2023"": {""year"": 2023, ""total"": 926}}","{""2021"": {""year"": 2021, ""value"": 12590, ""land"": 2740, ""improvements"": 9850}, ""2022"": {""year"": 2022, ""value"": 12590, ""land"": 2740, ""improvements"": 9850}, ""2023"": {""year"": 2023, ""value"": 19060, ""land"": 2660, ""improvements"": 16400}}"
243,189,5,45,303,72000.0,NaN,NaN
16,2,5,15,304,0.0,NaN,NaN
244,190,216,26,305,490000.0,"{""2022"": {""year"": 2022, ""total"": 750}, ""2023"": {""year"": 2023, ""total"": 846}}","{""2022"": {""year"": 2022, ""value"": 60000, ""land"": 60000}, ""2023"": {""year"": 2023, ""value"": 70000, ""land"": 70000}}"
16,2,5,15,306,0.0,NaN,NaN
16,2,5,15,307,0.0,NaN,NaN
245,191,217,218,308,235000.0,"{""2022"": {""year"": 2022, ""total"": 4757}, ""2023"": {""year"": 2023, ""total"": 5777}}","{""2022"": {""year"": 2022, ""value"": 120540, ""land"": 66640, ""improvements"": 53900}, ""2023"": {""year"": 2023, ""value"": 143710, ""land"": 66640, ""improvements"": 77070}}"
246,2,218,219,309,0.0,"{""2019"": {""year"": 2019, ""total"": 3206}, ""2023"": {""year"": 2023, ""total"": 3320}}","{""2019"": {""year"": 2019, ""value"": 285885, ""land"": 72835, ""improvements"": 213050}, ""2023"": {""year"": 2023, ""value"": 306526, ""land"": 78094, ""improvements"": 228432}}"
247,192,219,220,310,0.0,"{""2022"": {""year"": 2022, ""total"": 10244}}","{""2022"": {""year"": 2022, ""value"": 651110, ""land"": 126340, ""improvements"": 524770}, ""2023"": {""year"": 2023, ""value"": 716221, ""land"": 126340, ""improvements"": 611030}}"
248,2,5,44,311,0.0,NaN,NaN
249,193,220,221,312,250000.0,"{""2016"": {""year"": 2016, ""total"": 9703}, ""2018"": {""year"": 2018, ""total"": 9345}}","{""2018"": {""year"": 2018, ""value"": 15204, ""land"": 2635, ""improvements"": 12569}}"
250,2,5,26,313,0.0,NaN,NaN
16,68,5,15,314,0.0,NaN,NaN
251,2,221,222,315,0.0,"{""2022"": {""year"": 2022, ""total"": 2710}}","{""2022"": {""year"": 2022, ""value"": 15829}}"
252,2,222,223,316,0.0,"{""2019"": {""year"": 2019, ""total"": 1475}, ""2022"": {""year"": 2022, ""total"": 1541}, ""2023"": {""year"": 2023, ""total"": 1569}}","{""2019"": {""year"": 2019, ""value"": 81486, ""land"": 33820, ""improvements"": 47666}, ""2022"": {""year"": 2022, ""value"": 85654, ""land"": 35550, ""improvements"": 50104}, ""2023"": {""year"": 2023, ""value"": 87367, ""land"": 36261, ""improvements"": 51106}}"
253,194,223,224,317,78500.0,"{""2022"": {""year"": 2022, ""total"": 877}}","{""2023"": {""year"": 2023, ""value"": 33200, ""land"": 1400, ""improvements"": 31800}}"
254,195,224,225,318,0.0,"{""2020"": {""year"": 2020, ""total"": 5081}, ""2022"": {""year"": 2022, ""total"": 5298}, ""2023"": {""year"": 2023, ""total"": 4737}}","{""2020"": {""year"": 2020, ""value"": 205760, ""land"": 28000, ""improvements"": 177760}, ""2022"": {""year"": 2022, ""value"": 248970, ""land"": 72000, ""improvements"": 272320}, ""2023"": {""year"": 2023, ""value"": 273867, ""land"": 84960, ""improvements"": 246380}, ""2024"": {""year"": 2024, ""value"": 301254, ""land"": 84960, ""improvements"": 221670}}"
255,196,225,226,319,254500.0,"{""2019"": {""year"": 2019, ""total"": 2837}, ""2022"": {""year"": 2022, ""total"": 4319}}","{""2019"": {""year"": 2019, ""value"": 14119, ""land"": 4292, ""improvements"": 9827}, ""2022"": {""year"": 2022, ""value"": 21000, ""land"": 5366, ""improvements"": 15634}}"
16,2,5,15,320,0.0,NaN,NaN
256,197,226,227,321,500000.0,"{""2021"": {""year"": 2021, ""total"": 8360}}","{""2022"": {""year"": 2022, ""value"": 490300, ""land"": 160600, ""improvements"": 329700}}"
257,198,227,228,322,355000.0,"{""2023"": {""year"": 2023, ""total"": 2047}}","{""2023"": {""year"": 2023, ""value"": 284567}, ""2024"": {""year"": 2024, ""value"": 312700, ""land"": 74700, ""improvements"": 238000}}"
258,199,228,229,323,770000.0,"{""2022"": {""year"": 2022, ""total"": 9457}, ""2023"": {""year"": 2023, ""total"": 9685}}","{""2022"": {""year"": 2022, ""value"": 889469, ""land"": 694876, ""improvements"": 194593}, ""2023"": {""year"": 2023, ""value"": 907258, ""land"": 708774, ""improvements"": 198484}}"
16,2,5,15,324,0.0,NaN,NaN
259,200,229,230,325,530000.0,"{""2020"": {""year"": 2020, ""total"": 12521}, ""2021"": {""year"": 2021, ""total"": 12661}, ""2023"": {""year"": 2023, ""total"": 13920}}","{""2020"": {""year"": 2020, ""value"": 129659, ""land"": 15368, ""improvements"": 114291}, ""2021"": {""year"": 2021, ""value"": 133212, ""land"": 15789, ""improvements"": 117423}, ""2023"": {""year"": 2023, ""value"": 155335, ""land"": 18411, ""improvements"": 136924}}"
260,201,230,231,326,311200.0,"{""2023"": {""year"": 2023, ""total"": 8765}}","{""2023"": {""year"": 2023, ""value"": 510148}}"
5,2,5,5,327,0.0,NaN,NaN
16,2,5,15,328,0.0,NaN,NaN
16,2,5,15,329,0.0,NaN,NaN
261,191,231,232,330,425000.0,"{""2022"": {""year"": 2022, ""total"": 4524}}","{""2022"": {""year"": 2022, ""value"": 392786, ""land"": 68000, ""improvements"": 324786}}"
262,202,232,233,331,169900.0,"{""2023"": {""year"": 2023, ""total"": 3332}}","{""2023"": {""year"": 2023, ""value"": 341632, ""land"": 137808, ""improvements"": 203824}}"
16,2,5,15,332,0.0,NaN,NaN
263,203,233,234,333,1460000.0,"{""2024"": {""year"": 2024, ""total"": 2084}}","{""2024"": {""year"": 2024, ""value"": 51500, ""land"": 51500}}"
264,204,234,235,334,115000.0,"{""2022"": {""year"": 2022, ""total"": 3116}, ""2023"": {""year"": 2023, ""total"": 3194}}","{""2023"": {""year"": 2023, ""value"": 31780}, ""2024"": {""year"": 2024, ""value"": 40961}}"
265,205,235,236,335,400000.0,"{""2022"": {""year"": 2022, ""total"": 3790}}","{""2023"": {""year"": 2023, ""value"": 381233}}"
266,206,236,237,336,210000.0,"{""2020"": {""year"": 2020, ""total"": 894}}","{""2022"": {""year"": 2022, ""value"": 149610, ""land"": 17710, ""improvements"": 131900}, ""2023"": {""year"": 2023, ""value"": 149610, ""land"": 17710, ""improvements"": 131900}}"
267,207,237,238,337,127500.0,"{""2018"": {""year"": 2018, ""total"": 1998}, ""2022"": {""year"": 2022, ""total"": 2606}, ""2023"": {""year"": 2023, ""total"": 2817}}","{""2018"": {""year"": 2018, ""value"": 29691, ""land"": 4190, ""improvements"": 25501}, ""2021"": {""year"": 2021, ""value"": 38470, ""land"": 5263, ""improvements"": 33207}, ""2023"": {""year"": 2023, ""value"": 47408, ""land"": 6196, ""improvements"": 41212}}"
268,208,238,239,338,217000.0,"{""2022"": {""year"": 2022, ""total"": 4531}, ""2023"": {""year"": 2023, ""total"": 5659}}","{""2022"": {""year"": 2022, ""value"": 149600}, ""2024"": {""year"": 2024, ""value"": 178400}}"
269,2,5,44,339,0.0,NaN,NaN
270,85,239,240,340,520000.0,"{""2022"": {""year"": 2022, ""total"": 6112}, ""2023"": {""year"": 2023, ""total"": 6256}}","{""2021"": {""year"": 2021, ""value"": 524196}, ""2023"": {""year"": 2023, ""value"": 556120}}"
271,209,240,241,341,165000.0,"{""2022"": {""year"": 2022, ""total"": 3915}, ""2024"": {""year"": 2024, ""total"": 4193}}","{""2022"": {""year"": 2022, ""value"": 108400, ""land"": 26100, ""improvements"": 82300}, ""2024"": {""year"": 2024, ""value"": 108400, ""land"": 26100, ""improvements"": 82300}}"
272,210,241,242,342,190000.0,"{""2006"": {""year"": 2006, ""total"": 3442}, ""2013"": {""year"": 2013, ""total"": 5143}, ""2015"": {""year"": 2015, ""total"": 5428}, ""2016"": {""year"": 2016, ""total"": 5598}, ""2017"": {""year"": 2017, ""total"": 4841}, ""2018"": {""year"": 2018, ""total"": 4836}, ""2019"": {""year"": 2019, ""total"": 4930}, ""2020"": {""year"": 2020, ""total"": 4930}, ""2021"": {""year"": 2021, ""total"": 5517}, ""2022"": {""year"": 2022, ""total"": 6231}}","{""2006"": {""year"": 2006, ""value"": 86700, ""land"": 21700, ""improvements"": 65000}, ""2013"": {""year"": 2013, ""value"": 141680, ""land"": 49490, ""improvements"": 92190}, ""2015"": {""year"": 2015, ""value"": 141680, ""land"": 49490, ""improvements"": 92190}, ""2016"": {""year"": 2016, ""value"": 141680, ""land"": 49490, ""improvements"": 92190}, ""2017"": {""year"": 2017, ""value"": 117950, ""land"": 33250, ""improvements"": 84700}, ""2018"": {""year"": 2018, ""value"": 117950, ""land"": 33250, ""improvements"": 84700}, ""2019"": {""year"": 2019, ""value"": 117950, ""land"": 33250, ""improvements"": 84700}, ""2020"": {""year"": 2020, ""value"": 117950, ""land"": 33250, ""improvements"": 84700}, ""2021"": {""year"": 2021, ""value"": 130060, ""land"": 43050, ""improvements"": 87010}, ""2022"": {""year"": 2022, ""value"": 153160, ""land"": 47390, ""improvements"": 105770}}"
273,211,242,243,343,94900.0,"{""2019"": {""year"": 2019, ""total"": 2246}, ""2021"": {""year"": 2021, ""total"": 2903}, ""2022"": {""year"": 2022, ""total"": 2722}, ""2023"": {""year"": 2023, ""total"": 2732}}","{""2019"": {""year"": 2019, ""value"": 60500, ""land"": 15100, ""improvements"": 45400}, ""2021"": {""year"": 2021, ""value"": 25830, ""land"": 6440, ""improvements"": 19390}, ""2022"": {""year"": 2022, ""value"": 25830, ""land"": 6440, ""improvements"": 19390}, ""2023"": {""year"": 2023, ""value"": 25830, ""land"": 6440, ""improvements"": 19390}}"
274,212,243,244,344,425000.0,"{""2022"": {""year"": 2022, ""total"": 3073}, ""2023"": {""year"": 2023, ""total"": 3316}}","{""2022"": {""year"": 2022, ""value"": 422700, ""land"": 50000, ""improvements"": 372700}, ""2023"": {""year"": 2023, ""value"": 422700, ""land"": 50000, ""improvements"": 372700}}"
275,213,244,245,345,0.0,"{""2020"": {""year"": 2020, ""total"": 5691}, ""2022"": {""year"": 2022, ""total"": 9173}}","{""2020"": {""year"": 2020, ""value"": 255565, ""land"": 85000, ""improvements"": 170565}, ""2022"": {""year"": 2022, ""value"": 464455, ""land"": 150000, ""improvements"": 314455}, ""2023"": {""year"": 2023, ""value"": 447416, ""land"": 150000, ""improvements"": 297416}}"
276,214,245,246,346,36864.0,"{""2022"": {""year"": 2022, ""total"": 2021}, ""2023"": {""year"": 2023, ""total"": 2045}}","{""2022"": {""year"": 2022, ""value"": 8720}, ""2023"": {""year"": 2023, ""value"": 8720, ""land"": 2100, ""improvements"": 6620}}"
277,215,246,247,347,175000.0,"{""2023"": {""year"": 2023, ""total"": 1638}}","{""2023"": {""year"": 2023, ""value"": 90994}}"
